9.310209	24.68848	18.604713	2.7591624	5.632199	6.890052
8.749588	23.706755	19.02636	7.1515646	9.866557	3.0378914
8.510145	21.651209	20.768116	3.364251	4.737198	5.122705
6.937931	21.597698	18.632181	3.150575	5.4149423	3.6896548
8.832143	21.133928	14.862501	3.388393	9.821429	2.74375
7.834309	19.189081	13.19883	2.8187134	9.042885	4.2183237
7.4301076	23.340502	15.3142185	3.1887693	9.658303	7.163679
9.731251	22.382294	16.920834	3.2864585	6.654167	5.351042
6.40678	25.48644	14.238982	3.0745761	7.7203393	3.3966098
6.2269497	30.954607	8.739007	3.1503546	8.448228	5.296454
7.268254	21.753971	13.185714	3.5587304	6.8238096	4.4380946
1.6381216	28.69337	13.559393	3.1367404	8.812155	6.2790065
8.210454	31.14168	20.629984	2.6616232	7.1870704	6.1568093
5.452026	22.773987	11.545841	3.9360342	7.2942433	5.0831556
7.120339	16.327118	10.162712	3.501695	7.5661025	3.9525423
6.715128	17.60118	15.606092	3.308448	8.896856	4.965619
11.415353	22.479492	17.818085	4.731861	6.758149	5.1882224
10.008444	23.836771	15.026266	3.7335835	7.808631	6.8864913
4.5167394	20.184862	17.212517	4.2620087	5.621543	5.2081513
7.191816	29.148338	10.606139	3.900256	7.24041	4.158568
2.4	24.87683	15.108539	3.529268	7.130488	5.292683
4.776238	20.051485	18.560396	3.9128716	6.813862	5.845545
1.4528986	6.5434785	2.6557972	0.67753625	1.8115942	1.4565217
0.5923913	3.1413045	3.9402177	1.1929348	1.763587	1.375
3.75732	7.0910864	1.7137281	0.86467147	1.01041	1.1607027
1.5342466	4.868493	2.380822	1.4109589	1.7479453	1.0821918
0.9325153	5.5245404	3.3466258	0.84049076	1.6472392	1.1779141
1.4410774	5.8653197	3.5808077	1.043771	2.084175	1.1397306
1.8073654	5.3286123	1.6968838	1.0311614	1.8526912	1.2407932
0.8409091	3.1098487	2.314394	1.3844697	1.8825759	1.3598485
1.7644594	6.046102	5.295054	1.0519699	3.0326905	1.5272423
1.1008902	6.32641	2.5222552	1.1038575	1.2522255	1.2818991
1.3048918	5.894198	2.1518772	0.883959	1.3828213	1.2588168
0.95246476	2.1320422	3.2323942	1.3257042	1.5792253	1.1443661
1.5690323	8.219356	6.7987103	1.0541936	2.276129	3.507097
1.0344827	5.687357	1.6965517	1.3287356	3.2390807	1.1034483
1.6956522	11.727273	2.9729905	0.8445323	1.9486166	1.3083004
1.9548306	5.6662483	4.8155584	1.0276035	2.5809286	1.1292347
1.6090908	3.9181814	3.2749999	0.7659091	1.6409091	1.3977273
2.684492	11.088905	2.631016	0.9913102	1.617647	1.3328878
1.5737393	9.255946	2.3358705	0.7878211	1.5918173	1.0846813
1.7049179	5.258196	4.52459	1.0942622	1.729508	0.91803277
1.8351116	10.826382	3.0785646	0.8739088	1.3084384	0.9553831
1.7903712	8.761284	3.998997	0.6569709	2.0070212	1.4042126
1.6294707	5.855508	4.4263234	1.062947	2.5693848	1.5135909
1.3530997	12.838274	2.606469	0.7142857	1.2425876	1.1536388
